panel_events,sue_coverage,sue_w_coverage,sue_z_coverage,sue_neutral_coverage,net_profit_yoy_calc_coverage,revenue_yoy_calc_coverage,eps_yoy_calc_coverage,roe_change_coverage,adv20_coverage,volatility_20d_coverage,momentum_20d_coverage,float_mcap_coverage,fwd_ret_adj_20d_coverage,fill_events,entry_blocked,entry_blocked_rate,entry_shift_mean,entry_shift_gt0_rate,fwd_ret_adj_1d_coverage,fwd_ret_adj_5d_coverage,fwd_ret_5d_shift_impact,fwd_ret_adj_10d_coverage,fwd_ret_10d_shift_impact,fwd_ret_adj_20d_coverage,fwd_ret_20d_shift_impact,fwd_ret_adj_40d_coverage,fwd_ret_40d_shift_impact,fwd_ret_adj_60d_coverage
91598.0,0.9600646302321011,0.9600646302321011,0.9600646302321011,0.9598899539291251,0.7850389746501015,0.7847223738509574,0.782942859014389,0.7814362759012206,0.9982969060459835,0.9979693879779035,0.9677940566387913,0.9998253236970239,0.9995851437804318,91598,36,0.0003930216816961069,0.02907319630414364,0.01969157510757738,0.9996069783183039,0.9995960610493679,-0.0006684781189166759,0.9995960610493679,-0.0006075519224744946,0.9995851437804318,-0.0006729275261341756,0.9995633092425599,-0.0005977110336025163,0.9489290159173781
