signal,horizon,group_type,group,ic,n_obs
net_profit_yoy_calc,40,report_period,2023-12-31,0.08619302314890298,4665
net_profit_yoy_calc,40,report_period,2024-03-31,0.14589899576499088,4683
net_profit_yoy_calc,40,report_period,2024-06-30,-0.1472088531333535,4778
net_profit_yoy_calc,60,report_period,2020-03-31,0.11758692125503002,3234
net_profit_yoy_calc,60,report_period,2020-06-30,-0.04669172775805781,3260
net_profit_yoy_calc,60,report_period,2020-09-30,0.13580153777355627,3306
net_profit_yoy_calc,60,report_period,2020-12-31,-0.02832884870364518,3414
net_profit_yoy_calc,60,report_period,2021-03-31,0.07735741339237079,3444
net_profit_yoy_calc,60,report_period,2021-06-30,-0.08352971332674282,3557
net_profit_yoy_calc,60,report_period,2021-09-30,-0.16849689591880745,3693
net_profit_yoy_calc,60,report_period,2021-12-31,-0.06217234690378423,3901
net_profit_yoy_calc,60,report_period,2022-03-31,0.03492070432969429,3926
net_profit_yoy_calc,60,report_period,2022-06-30,-0.11295567552748002,4091
net_profit_yoy_calc,60,report_period,2022-09-30,-0.12710995770354963,4178
net_profit_yoy_calc,60,report_period,2022-12-31,-0.0951255641773506,4348
net_profit_yoy_calc,60,report_period,2023-03-31,-0.04885316648050295,4379
net_profit_yoy_calc,60,report_period,2023-06-30,-0.08198819161503537,4470
net_profit_yoy_calc,60,report_period,2023-09-30,0.07893332115148938,4558
net_profit_yoy_calc,60,report_period,2023-12-31,0.058898742121744896,4665
net_profit_yoy_calc,60,report_period,2024-03-31,0.09911490365556092,4683
net_profit_yoy_calc,60,report_period,2024-06-30,-0.039385652069544946,241
revenue_yoy_calc,1,report_period,2020-03-31,0.07017884358114845,3235
revenue_yoy_calc,1,report_period,2020-06-30,-0.012588126991929731,3259
revenue_yoy_calc,1,report_period,2020-09-30,-0.04492386235171039,3305
revenue_yoy_calc,1,report_period,2020-12-31,0.008561412544400102,3413
revenue_yoy_calc,1,report_period,2021-03-31,0.03085819128480008,3442
revenue_yoy_calc,1,report_period,2021-06-30,-0.03749680455086609,3555
revenue_yoy_calc,1,report_period,2021-09-30,0.002464642787039836,3693
revenue_yoy_calc,1,report_period,2021-12-31,-0.0260376841040384,3900
revenue_yoy_calc,1,report_period,2022-03-31,0.07314164035554926,3924
revenue_yoy_calc,1,report_period,2022-06-30,-0.06941973597762688,4090
revenue_yoy_calc,1,report_period,2022-09-30,-0.051594597247778505,4177
revenue_yoy_calc,1,report_period,2022-12-31,-0.06198247798293737,4348
revenue_yoy_calc,1,report_period,2023-03-31,0.01816468904017726,4376
revenue_yoy_calc,1,report_period,2023-06-30,-0.012683587356323465,4468
revenue_yoy_calc,1,report_period,2023-09-30,-0.06153159201662879,4555
revenue_yoy_calc,1,report_period,2023-12-31,-0.0012916929047905416,4663
revenue_yoy_calc,1,report_period,2024-03-31,0.05435273617340171,4679
revenue_yoy_calc,1,report_period,2024-06-30,-0.006072473953623635,4777
revenue_yoy_calc,5,report_period,2020-03-31,0.10861228152426627,3235
revenue_yoy_calc,5,report_period,2020-06-30,-0.08546417047252995,3259
revenue_yoy_calc,5,report_period,2020-09-30,-0.05885913843118399,3305
revenue_yoy_calc,5,report_period,2020-12-31,-0.08708844287359334,3413
revenue_yoy_calc,5,report_period,2021-03-31,-0.03286392571168075,3442
revenue_yoy_calc,5,report_period,2021-06-30,-0.08557033388068408,3555
revenue_yoy_calc,5,report_period,2021-09-30,-0.06968457112103145,3693
revenue_yoy_calc,5,report_period,2021-12-31,-0.06478433789010221,3900
revenue_yoy_calc,5,report_period,2022-03-31,0.05824662722166725,3924
revenue_yoy_calc,5,report_period,2022-06-30,-0.07754654288486132,4090
revenue_yoy_calc,5,report_period,2022-09-30,-0.03581024013413977,4177
revenue_yoy_calc,5,report_period,2022-12-31,-0.10085002784028776,4348
revenue_yoy_calc,5,report_period,2023-03-31,-0.05381899098575191,4376
revenue_yoy_calc,5,report_period,2023-06-30,-0.06743476414494211,4468
revenue_yoy_calc,5,report_period,2023-09-30,-0.08009824160576895,4555
revenue_yoy_calc,5,report_period,2023-12-31,-0.023466016653951018,4663
revenue_yoy_calc,5,report_period,2024-03-31,0.05232524663890565,4679
revenue_yoy_calc,5,report_period,2024-06-30,-0.03980508174601597,4776
revenue_yoy_calc,10,report_period,2020-03-31,0.1199854175041407,3235
revenue_yoy_calc,10,report_period,2020-06-30,-0.09737856416984413,3259
revenue_yoy_calc,10,report_period,2020-09-30,-0.11265655086647325,3305
revenue_yoy_calc,10,report_period,2020-12-31,-0.10741135759196484,3413
revenue_yoy_calc,10,report_period,2021-03-31,-0.04151650357385441,3442
revenue_yoy_calc,10,report_period,2021-06-30,-0.09499193267384336,3555
revenue_yoy_calc,10,report_period,2021-09-30,-0.07148512900386345,3693
revenue_yoy_calc,10,report_period,2021-12-31,-0.051367412421759,3900
revenue_yoy_calc,10,report_period,2022-03-31,0.06599106074611936,3924
revenue_yoy_calc,10,report_period,2022-06-30,-0.07065109075921058,4090
revenue_yoy_calc,10,report_period,2022-09-30,-0.12638126243211326,4177
revenue_yoy_calc,10,report_period,2022-12-31,-0.08953804166864508,4348
revenue_yoy_calc,10,report_period,2023-03-31,-0.0576821543745145,4376
revenue_yoy_calc,10,report_period,2023-06-30,-0.07143895153986891,4468
revenue_yoy_calc,10,report_period,2023-09-30,-0.0774681442011091,4555
revenue_yoy_calc,10,report_period,2023-12-31,-0.015487334085581748,4663
revenue_yoy_calc,10,report_period,2024-03-31,0.04874090754262112,4679
revenue_yoy_calc,10,report_period,2024-06-30,-0.03516807835093111,4776
revenue_yoy_calc,20,report_period,2020-03-31,0.02851129322617775,3235
revenue_yoy_calc,20,report_period,2020-06-30,-0.05367987345783114,3259
revenue_yoy_calc,20,report_period,2020-09-30,-0.12641471111894,3304
revenue_yoy_calc,20,report_period,2020-12-31,-0.08798326148722811,3413
revenue_yoy_calc,20,report_period,2021-03-31,-0.012310993176087656,3442
revenue_yoy_calc,20,report_period,2021-06-30,-0.08537397185251204,3555
revenue_yoy_calc,20,report_period,2021-09-30,-0.006122409026896271,3693
revenue_yoy_calc,20,report_period,2021-12-31,-0.04416125473086819,3900
revenue_yoy_calc,20,report_period,2022-03-31,0.09087334813296757,3923
revenue_yoy_calc,20,report_period,2022-06-30,-0.02479817534889399,4090
revenue_yoy_calc,20,report_period,2022-09-30,-0.14212082742312462,4177
revenue_yoy_calc,20,report_period,2022-12-31,-0.0837860373632405,4348
revenue_yoy_calc,20,report_period,2023-03-31,-0.039989437704779335,4376
revenue_yoy_calc,20,report_period,2023-06-30,-0.07091817730806463,4468
revenue_yoy_calc,20,report_period,2023-09-30,-0.04987976406699776,4555
revenue_yoy_calc,20,report_period,2023-12-31,0.011198929439514838,4663
revenue_yoy_calc,20,report_period,2024-03-31,0.12747216156683935,4679
revenue_yoy_calc,20,report_period,2024-06-30,-0.12633801746879517,4777
revenue_yoy_calc,40,report_period,2020-03-31,0.1394702125819856,3235
revenue_yoy_calc,40,report_period,2020-06-30,-0.0021757846994156956,3259
revenue_yoy_calc,40,report_period,2020-09-30,-0.011375932636002246,3305
revenue_yoy_calc,40,report_period,2020-12-31,-0.05310872185824025,3413
revenue_yoy_calc,40,report_period,2021-03-31,0.05814181673876268,3442
revenue_yoy_calc,40,report_period,2021-06-30,-0.0907531627388912,3555
revenue_yoy_calc,40,report_period,2021-09-30,-0.12410084729226499,3693
revenue_yoy_calc,40,report_period,2021-12-31,0.0025184618050455073,3899
revenue_yoy_calc,40,report_period,2022-03-31,0.11193331611148902,3924
revenue_yoy_calc,40,report_period,2022-06-30,-0.07956590673583214,4090
revenue_yoy_calc,40,report_period,2022-09-30,-0.18999902494288123,4177
revenue_yoy_calc,40,report_period,2022-12-31,-0.08546392403275248,4348
revenue_yoy_calc,40,report_period,2023-03-31,-0.014475885313934652,4376
revenue_yoy_calc,40,report_period,2023-06-30,-0.12091060896819336,4468
revenue_yoy_calc,40,report_period,2023-09-30,-0.03612264137272359,4555
revenue_yoy_calc,40,report_period,2023-12-31,0.03729415733085427,4663
revenue_yoy_calc,40,report_period,2024-03-31,0.1660113492960965,4679
revenue_yoy_calc,40,report_period,2024-06-30,-0.09191714055048877,4776
revenue_yoy_calc,60,report_period,2020-03-31,0.14232832911462978,3234
revenue_yoy_calc,60,report_period,2020-06-30,-0.06094363821013952,3259
revenue_yoy_calc,60,report_period,2020-09-30,0.10258804320162158,3305
revenue_yoy_calc,60,report_period,2020-12-31,0.0005833963636757939,3413
revenue_yoy_calc,60,report_period,2021-03-31,0.12572943985837082,3442
revenue_yoy_calc,60,report_period,2021-06-30,-0.07949872456128036,3555
revenue_yoy_calc,60,report_period,2021-09-30,-0.1313282891984852,3693
revenue_yoy_calc,60,report_period,2021-12-31,0.022447708760264383,3900
revenue_yoy_calc,60,report_period,2022-03-31,0.1173544630263603,3924
revenue_yoy_calc,60,report_period,2022-06-30,-0.16281380438204182,4090
revenue_yoy_calc,60,report_period,2022-09-30,-0.1408255198863158,4177
revenue_yoy_calc,60,report_period,2022-12-31,-0.13925808060306075,4348
revenue_yoy_calc,60,report_period,2023-03-31,-0.08786269053601134,4376
revenue_yoy_calc,60,report_period,2023-06-30,-0.11333965197547549,4468
revenue_yoy_calc,60,report_period,2023-09-30,0.05452246232989217,4555
revenue_yoy_calc,60,report_period,2023-12-31,0.00935139796028505,4663
revenue_yoy_calc,60,report_period,2024-03-31,0.10514664791469008,4679
revenue_yoy_calc,60,report_period,2024-06-30,-0.08332447446932548,241
eps_yoy_calc,1,report_period,2020-03-31,0.07091516342855982,3227
eps_yoy_calc,1,report_period,2020-06-30,0.01720530999813754,3257
eps_yoy_calc,1,report_period,2020-09-30,-0.018618733939892194,3298
eps_yoy_calc,1,report_period,2020-12-31,0.04148463744507871,3410
eps_yoy_calc,1,report_period,2021-03-31,0.0033697787510773504,3426
eps_yoy_calc,1,report_period,2021-06-30,-0.0034870826212177117,3554
eps_yoy_calc,1,report_period,2021-09-30,-0.026179158481997145,3683
eps_yoy_calc,1,report_period,2021-12-31,-0.019334336744762703,3896
eps_yoy_calc,1,report_period,2022-03-31,0.04963814099056188,3902
eps_yoy_calc,1,report_period,2022-06-30,-0.02719547979131995,4085
eps_yoy_calc,1,report_period,2022-09-30,-0.059945884274954224,4162
eps_yoy_calc,1,report_period,2022-12-31,-0.01631952875681149,4344
eps_yoy_calc,1,report_period,2023-03-31,0.033370672503418235,4353
eps_yoy_calc,1,report_period,2023-06-30,-0.017320913035377958,4466
eps_yoy_calc,1,report_period,2023-09-30,-0.03208512541226864,4543
eps_yoy_calc,1,report_period,2023-12-31,-0.02753422380407487,4659
eps_yoy_calc,1,report_period,2024-03-31,0.029255959983224,4656
eps_yoy_calc,1,report_period,2024-06-30,-0.03642399127065855,4774
eps_yoy_calc,5,report_period,2020-03-31,0.08132228771714624,3227
eps_yoy_calc,5,report_period,2020-06-30,-0.060120311609388695,3257
eps_yoy_calc,5,report_period,2020-09-30,-0.049349616037968065,3298
eps_yoy_calc,5,report_period,2020-12-31,-0.07305840499717996,3410
eps_yoy_calc,5,report_period,2021-03-31,-0.05409775457569691,3426
eps_yoy_calc,5,report_period,2021-06-30,-0.046253581616578256,3554
eps_yoy_calc,5,report_period,2021-09-30,-0.10285173258193217,3683
eps_yoy_calc,5,report_period,2021-12-31,-0.10982831629704355,3896
eps_yoy_calc,5,report_period,2022-03-31,0.03328931776471591,3902
eps_yoy_calc,5,report_period,2022-06-30,-0.06310943624047959,4085
eps_yoy_calc,5,report_period,2022-09-30,-0.07126823599029539,4162
eps_yoy_calc,5,report_period,2022-12-31,-0.02974341367487391,4344
eps_yoy_calc,5,report_period,2023-03-31,-0.014954296180517192,4353
eps_yoy_calc,5,report_period,2023-06-30,-0.02105524354088535,4466
eps_yoy_calc,5,report_period,2023-09-30,-0.1023925556663456,4543
eps_yoy_calc,5,report_period,2023-12-31,-0.05654844622275101,4659
eps_yoy_calc,5,report_period,2024-03-31,0.03699337862747053,4656
eps_yoy_calc,5,report_period,2024-06-30,-0.03428984576079437,4773
eps_yoy_calc,10,report_period,2020-03-31,0.07631193943896489,3227
eps_yoy_calc,10,report_period,2020-06-30,-0.07814186032903501,3257
eps_yoy_calc,10,report_period,2020-09-30,-0.0827013287231586,3298
eps_yoy_calc,10,report_period,2020-12-31,-0.09638601181292057,3410
eps_yoy_calc,10,report_period,2021-03-31,-0.05489837645452232,3426
eps_yoy_calc,10,report_period,2021-06-30,-0.03382255973042979,3554
eps_yoy_calc,10,report_period,2021-09-30,-0.15121292768788253,3683
eps_yoy_calc,10,report_period,2021-12-31,-0.10491811300276112,3896
eps_yoy_calc,10,report_period,2022-03-31,0.00013745695911058045,3902
eps_yoy_calc,10,report_period,2022-06-30,-0.021629114320376536,4085
eps_yoy_calc,10,report_period,2022-09-30,-0.12487744892963575,4162
eps_yoy_calc,10,report_period,2022-12-31,-0.039673352269725105,4344
eps_yoy_calc,10,report_period,2023-03-31,-0.01466273888087458,4353
eps_yoy_calc,10,report_period,2023-06-30,-0.0355166617894902,4466
eps_yoy_calc,10,report_period,2023-09-30,-0.11037593394480663,4543
eps_yoy_calc,10,report_period,2023-12-31,-0.014661164327066031,4659
eps_yoy_calc,10,report_period,2024-03-31,0.09000610282336428,4656
eps_yoy_calc,10,report_period,2024-06-30,-0.015303518066245457,4773
eps_yoy_calc,20,report_period,2020-03-31,0.027794596329548123,3227
eps_yoy_calc,20,report_period,2020-06-30,-0.03772241024505492,3257
eps_yoy_calc,20,report_period,2020-09-30,-0.07518483607833283,3297
eps_yoy_calc,20,report_period,2020-12-31,-0.13111687621429413,3410
eps_yoy_calc,20,report_period,2021-03-31,-0.042665178176985785,3426
eps_yoy_calc,20,report_period,2021-06-30,-0.01782182679492192,3554
eps_yoy_calc,20,report_period,2021-09-30,-0.07724128630947405,3683
eps_yoy_calc,20,report_period,2021-12-31,-0.1213364844091923,3896
eps_yoy_calc,20,report_period,2022-03-31,0.019252075894756783,3901
eps_yoy_calc,20,report_period,2022-06-30,0.02501859649667091,4085
eps_yoy_calc,20,report_period,2022-09-30,-0.13035081064582082,4162
eps_yoy_calc,20,report_period,2022-12-31,-0.051132328687741396,4344
eps_yoy_calc,20,report_period,2023-03-31,-0.034268145702983706,4353
eps_yoy_calc,20,report_period,2023-06-30,0.009509588539092605,4466
eps_yoy_calc,20,report_period,2023-09-30,-0.060759624318368614,4543
eps_yoy_calc,20,report_period,2023-12-31,0.042784496308088005,4659
eps_yoy_calc,20,report_period,2024-03-31,0.09478117812944659,4656
eps_yoy_calc,20,report_period,2024-06-30,-0.13217540408793707,4774
eps_yoy_calc,40,report_period,2020-03-31,0.10609297627797509,3227
eps_yoy_calc,40,report_period,2020-06-30,0.010654883350498254,3257
eps_yoy_calc,40,report_period,2020-09-30,0.03467079877582017,3298
eps_yoy_calc,40,report_period,2020-12-31,-0.08321364782503257,3410
eps_yoy_calc,40,report_period,2021-03-31,0.01838235845074909,3426
eps_yoy_calc,40,report_period,2021-06-30,-0.03440620246640175,3554
eps_yoy_calc,40,report_period,2021-09-30,-0.15859355097912634,3683
eps_yoy_calc,40,report_period,2021-12-31,-0.09403201149247965,3895
eps_yoy_calc,40,report_period,2022-03-31,0.04443940061560686,3902
eps_yoy_calc,40,report_period,2022-06-30,-0.048477801061166594,4085
eps_yoy_calc,40,report_period,2022-09-30,-0.14509586729726162,4162
eps_yoy_calc,40,report_period,2022-12-31,-0.049835639228231025,4344
eps_yoy_calc,40,report_period,2023-03-31,0.008892881448399378,4353
eps_yoy_calc,40,report_period,2023-06-30,-0.07084428693865107,4466
eps_yoy_calc,40,report_period,2023-09-30,-0.007887511695971414,4543
eps_yoy_calc,40,report_period,2023-12-31,0.08048749504978443,4659
eps_yoy_calc,40,report_period,2024-03-31,0.14541632990981143,4656
eps_yoy_calc,40,report_period,2024-06-30,-0.14759143517684942,4773
eps_yoy_calc,60,report_period,2020-03-31,0.11222351589469315,3226
eps_yoy_calc,60,report_period,2020-06-30,-0.04049235581381993,3257
eps_yoy_calc,60,report_period,2020-09-30,0.13174886491858512,3298
eps_yoy_calc,60,report_period,2020-12-31,-0.03948467675261852,3410
eps_yoy_calc,60,report_period,2021-03-31,0.07831138707597815,3426
eps_yoy_calc,60,report_period,2021-06-30,-0.08029974897204839,3554
eps_yoy_calc,60,report_period,2021-09-30,-0.15713013959937872,3683
eps_yoy_calc,60,report_period,2021-12-31,-0.0806868336538793,3896
eps_yoy_calc,60,report_period,2022-03-31,0.024897392691470337,3902
eps_yoy_calc,60,report_period,2022-06-30,-0.10376768145686403,4085
eps_yoy_calc,60,report_period,2022-09-30,-0.11573207652671284,4162
eps_yoy_calc,60,report_period,2022-12-31,-0.08554868732481259,4344
eps_yoy_calc,60,report_period,2023-03-31,-0.04128648398511917,4353
eps_yoy_calc,60,report_period,2023-06-30,-0.0831968615117218,4466
eps_yoy_calc,60,report_period,2023-09-30,0.08005006539600233,4543
eps_yoy_calc,60,report_period,2023-12-31,0.05946602725403429,4659
eps_yoy_calc,60,report_period,2024-03-31,0.10469645003044542,4656
eps_yoy_calc,60,report_period,2024-06-30,-0.04368094078101975,241
sue,1,entry_month,2019-04-01,0.06294998333387603,2512
sue,1,entry_month,2019-05-01,0.0799280703163475,743
sue,1,entry_month,2019-07-01,-0.0544317047801194,79
sue,1,entry_month,2019-08-01,0.007107129071742911,2536
sue,1,entry_month,2019-09-01,0.0020423175342668565,665
sue,1,entry_month,2019-10-01,0.02602850090691811,2799
sue,1,entry_month,2019-11-01,-0.00010984768858042855,516
sue,1,entry_month,2020-03-01,0.045222951043829784,460
sue,1,entry_month,2020-04-01,0.014780462745298102,4942
sue,1,entry_month,2020-05-01,-0.024227054728855116,1301
sue,1,entry_month,2020-06-01,0.0785493443036613,33
sue,1,entry_month,2020-07-01,0.1592055912845571,122
sue,1,entry_month,2020-08-01,0.02621443688803903,3206
sue,1,entry_month,2020-09-01,-0.17133566864085822,155
sue,1,entry_month,2020-10-01,0.041286441626693524,2220
sue,1,entry_month,2020-11-01,-0.04242600552262778,1349
sue,1,entry_month,2021-02-01,0.1288888888888889,26
sue,1,entry_month,2021-03-01,0.06135311205902922,706
sue,1,entry_month,2021-04-01,0.06848891713528722,5668
sue,1,entry_month,2021-05-01,-0.06541712269409389,1015
sue,1,entry_month,2021-07-01,0.038555534117949715,72
sue,1,entry_month,2021-08-01,0.01515090431660486,3424
sue,1,entry_month,2021-09-01,0.04297125712932683,393
sue,1,entry_month,2021-10-01,-0.08182073736401627,2294
sue,1,entry_month,2021-11-01,-0.08731932469372627,1669
sue,1,entry_month,2022-02-01,0.06818181818181818,23
sue,1,entry_month,2022-03-01,-0.003428168390879934,762
sue,1,entry_month,2022-04-01,-0.010725572520950678,5185
sue,1,entry_month,2022-05-01,0.04036858385907139,2297
sue,1,entry_month,2022-07-01,-0.2233560399226764,48
sue,1,entry_month,2022-08-01,-0.020265516413258827,3749
sue,1,entry_month,2022-09-01,-0.09444846631995636,440
sue,1,entry_month,2022-10-01,-0.04754598233418133,3945
sue,1,entry_month,2022-11-01,-0.08929802584394542,365
sue,1,entry_month,2023-03-01,-0.0012427003961951535,684
sue,1,entry_month,2023-04-01,0.02619447971941207,5090
sue,1,entry_month,2023-05-01,0.034843529166291284,3117
sue,1,entry_month,2023-07-01,-0.1143661161790937,55
sue,1,entry_month,2023-08-01,-0.003606102926496871,3923
sue,1,entry_month,2023-09-01,-0.1639889723669917,603
sue,1,entry_month,2023-10-01,-0.029203429130982655,3675
sue,1,entry_month,2023-11-01,0.012854616482443168,951
sue,1,entry_month,2024-03-01,-0.04654206689251272,525
sue,1,entry_month,2024-04-01,0.01213939924631382,7280
sue,1,entry_month,2024-05-01,-0.12389506609220755,1549
sue,1,entry_month,2024-07-01,-0.019591261451726565,44
sue,1,entry_month,2024-08-01,0.02077141793235444,3365
sue,1,entry_month,2024-09-01,-0.03962529119805839,1285
sue,5,entry_month,2019-04-01,0.034260422394618635,2512
sue,5,entry_month,2019-05-01,0.014077437726344212,743
sue,5,entry_month,2019-07-01,0.1027532316086243,79
sue,5,entry_month,2019-08-01,0.035588208142833894,2536
sue,5,entry_month,2019-09-01,-0.04280755605182703,665
sue,5,entry_month,2019-10-01,0.09172215208832961,2799
sue,5,entry_month,2019-11-01,0.046978658479306344,516
sue,5,entry_month,2020-03-01,0.025793304969660986,460
sue,5,entry_month,2020-04-01,0.00854241646267807,4942
sue,5,entry_month,2020-05-01,-0.0037705899520480385,1301
sue,5,entry_month,2020-06-01,-0.04044455600316177,33
sue,5,entry_month,2020-07-01,0.02782367325358536,122
sue,5,entry_month,2020-08-01,-0.03761523030964536,3206
sue,5,entry_month,2020-09-01,-0.34488048146910133,155
sue,5,entry_month,2020-10-01,-0.04209396863973702,2220
sue,5,entry_month,2020-11-01,-0.0190549392729862,1349
sue,5,entry_month,2021-02-01,-0.1747008547008547,26
sue,5,entry_month,2021-03-01,0.046116979437013816,706
sue,5,entry_month,2021-04-01,0.016789129388500156,5668
sue,5,entry_month,2021-05-01,-0.1280295628664405,1015
sue,5,entry_month,2021-07-01,-0.1058588976783073,72
sue,5,entry_month,2021-08-01,-0.012607889979748673,3424
sue,5,entry_month,2021-09-01,-0.0304070210780063,393
sue,5,entry_month,2021-10-01,-0.176103519898334,2294
sue,5,entry_month,2021-11-01,-0.17102871586238635,1669
sue,5,entry_month,2022-02-01,0.05632411067193676,23
sue,5,entry_month,2022-03-01,0.013893692638123787,762
sue,5,entry_month,2022-04-01,-0.06681064240244852,5185
sue,5,entry_month,2022-05-01,-0.0192086240525222,2297
sue,5,entry_month,2022-07-01,-0.17010882846115868,48
sue,5,entry_month,2022-08-01,-0.036933226739802774,3749
sue,5,entry_month,2022-09-01,0.030377897660369187,440
sue,5,entry_month,2022-10-01,-0.08292844564912058,3945
sue,5,entry_month,2022-11-01,-0.06022303823583123,365
sue,5,entry_month,2023-03-01,-0.08005062530155871,684
sue,5,entry_month,2023-04-01,0.003516282299547181,5090
sue,5,entry_month,2023-05-01,-0.050045229162548104,3117
sue,5,entry_month,2023-07-01,0.01024604952519325,55
sue,5,entry_month,2023-08-01,-0.06744161318657144,3923
sue,5,entry_month,2023-09-01,-0.16905145956231568,603
sue,5,entry_month,2023-10-01,-0.15788722773962763,3675
sue,5,entry_month,2023-11-01,-0.09325161887640457,951
sue,5,entry_month,2024-03-01,0.018284178302597244,525
sue,5,entry_month,2024-04-01,-0.04848259334192125,7280
sue,5,entry_month,2024-05-01,0.008817321569636005,1549
sue,5,entry_month,2024-07-01,-0.17265680056377727,44
sue,5,entry_month,2024-08-01,-0.0207492195283887,3365
sue,5,entry_month,2024-09-01,-0.0541593001147369,1284
sue,10,entry_month,2019-04-01,0.027501975923912354,2512
sue,10,entry_month,2019-05-01,0.059982644563866094,743
sue,10,entry_month,2019-07-01,0.24464459591041868,79
sue,10,entry_month,2019-08-01,-0.02808506544544754,2536
sue,10,entry_month,2019-09-01,-0.04653970704215785,665
sue,10,entry_month,2019-10-01,0.06987345727513158,2799
sue,10,entry_month,2019-11-01,0.03155523377852148,516
sue,10,entry_month,2020-03-01,0.06196892248970045,460
sue,10,entry_month,2020-04-01,-0.0014464554883549946,4942
sue,10,entry_month,2020-05-01,-0.019586269696753204,1301
sue,10,entry_month,2020-06-01,0.12768446605956857,33
sue,10,entry_month,2020-07-01,-0.11080232634987774,122
sue,10,entry_month,2020-08-01,-0.07020847467056551,3206
sue,10,entry_month,2020-09-01,-0.29661306435499984,155
sue,10,entry_month,2020-10-01,-0.07166581209923394,2220
sue,10,entry_month,2020-11-01,-0.12480517348549026,1349
sue,10,entry_month,2021-02-01,-0.1029059829059829,26
sue,10,entry_month,2021-03-01,-0.03616366297521484,706
sue,10,entry_month,2021-04-01,0.001625287481074317,5668
sue,10,entry_month,2021-05-01,-0.1200116262655688,1015
sue,10,entry_month,2021-07-01,-0.12726001077659585,72
sue,10,entry_month,2021-08-01,0.005013003646845195,3424
sue,10,entry_month,2021-09-01,0.05309401220812427,393
sue,10,entry_month,2021-10-01,-0.22955104123998019,2294
sue,10,entry_month,2021-11-01,-0.2209611555533008,1669
sue,10,entry_month,2022-02-01,0.05335968379446641,23
sue,10,entry_month,2022-03-01,-0.027959605459334146,762
sue,10,entry_month,2022-04-01,-0.06075953217193592,5185
sue,10,entry_month,2022-05-01,-0.014167436302437162,2297
sue,10,entry_month,2022-07-01,-0.10394333328114831,48
sue,10,entry_month,2022-08-01,-0.028355509512180143,3749
sue,10,entry_month,2022-09-01,-0.07093171303307327,440
sue,10,entry_month,2022-10-01,-0.11439443926554062,3945
sue,10,entry_month,2022-11-01,-0.21153045549066318,365
sue,10,entry_month,2023-03-01,-0.04398507570540606,684
sue,10,entry_month,2023-04-01,-0.036739943778661986,5090
sue,10,entry_month,2023-05-01,-0.05344939505302025,3117
sue,10,entry_month,2023-07-01,-0.11349206349206352,55
sue,10,entry_month,2023-08-01,-0.09654447744801091,3923
sue,10,entry_month,2023-09-01,-0.16097007551600606,603
sue,10,entry_month,2023-10-01,-0.1528356586139192,3675
sue,10,entry_month,2023-11-01,-0.14628135077355112,951
sue,10,entry_month,2024-03-01,0.10108090957551441,525
sue,10,entry_month,2024-04-01,0.02718472780854979,7280
sue,10,entry_month,2024-05-01,-0.021257250704606344,1549
sue,10,entry_month,2024-07-01,-0.2015503875968992,44
sue,10,entry_month,2024-08-01,-0.016699403179848804,3365
sue,10,entry_month,2024-09-01,-0.02664322283792258,1284
sue,20,entry_month,2019-04-01,0.045058049007427915,2512
sue,20,entry_month,2019-05-01,0.04385057217629929,743
sue,20,entry_month,2019-07-01,0.12840798442064266,79
sue,20,entry_month,2019-08-01,0.009220987048797698,2536
sue,20,entry_month,2019-09-01,0.01084624474281367,665
sue,20,entry_month,2019-10-01,0.0296052177622656,2799
sue,20,entry_month,2019-11-01,0.004066153051356785,516
sue,20,entry_month,2020-03-01,-0.0037769153609431517,460
sue,20,entry_month,2020-04-01,-0.03686525585176082,4942
sue,20,entry_month,2020-05-01,-0.014098606771635198,1301
sue,20,entry_month,2020-06-01,0.1387147995149763,33
sue,20,entry_month,2020-07-01,-0.17146256030665524,122
sue,20,entry_month,2020-08-01,-0.04353560245456474,3206
sue,20,entry_month,2020-09-01,-0.1612870999967774,155
sue,20,entry_month,2020-10-01,-0.0811040863628733,2219
sue,20,entry_month,2020-11-01,-0.10895391753133452,1349
sue,20,entry_month,2021-02-01,-0.1651282051282051,26
sue,20,entry_month,2021-03-01,-0.045357174507663044,706
sue,20,entry_month,2021-04-01,-0.008783654671932798,5668
sue,20,entry_month,2021-05-01,-0.1241353043507289,1015
sue,20,entry_month,2021-07-01,0.011190430252749375,72
sue,20,entry_month,2021-08-01,0.027570314261558895,3424
sue,20,entry_month,2021-09-01,-0.1437031692543161,393
sue,20,entry_month,2021-10-01,-0.16581912028158452,2294
sue,20,entry_month,2021-11-01,-0.09848638422412119,1669
sue,20,entry_month,2022-02-01,0.09980237154150197,23
sue,20,entry_month,2022-03-01,-0.03772987076128984,762
sue,20,entry_month,2022-04-01,-0.051148913192750146,5185
sue,20,entry_month,2022-05-01,-0.005119974894724918,2296
sue,20,entry_month,2022-07-01,-0.07626129674152135,48
sue,20,entry_month,2022-08-01,0.010606780959253007,3749
sue,20,entry_month,2022-09-01,0.011931622441045463,440
sue,20,entry_month,2022-10-01,-0.12110365123103412,3945
sue,20,entry_month,2022-11-01,-0.21472834151180728,365
sue,20,entry_month,2023-03-01,0.08401830096892644,684
sue,20,entry_month,2023-04-01,-0.04844202880195433,5090
sue,20,entry_month,2023-05-01,-0.05754185346627231,3117
sue,20,entry_month,2023-07-01,-0.14588744588744593,55
sue,20,entry_month,2023-08-01,-0.07302409044963162,3923
sue,20,entry_month,2023-09-01,-0.07634131752375507,603
