compared,match_rate,mean_abs_diff,max_abs_diff,mismatch_examples,sue_events,sue_valid,sue_coverage,sue_mean,sue_std
88657,0.999334513913171,0.00020173042173770824,3.7399999999999998,59,91598,87940,0.9600646302321011,-0.06049794821719882,2.175560457140234
