return_events,fwd_ret_5d_coverage,fwd_ret_5d_mean,fwd_ret_10d_coverage,fwd_ret_10d_mean,fwd_ret_20d_coverage,fwd_ret_20d_mean,fwd_ret_40d_coverage,fwd_ret_40d_mean
91598,0.9969213301600471,0.0117728305600423,0.9964409703268631,0.01630356562596046,0.996430053057927,0.02592024232529251,0.9966483984366471,0.04081588601268304
