code,error
688090,"DataSourceError: stock_financial_abstract_ths({'symbol': '688090', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688088,"DataSourceError: stock_financial_abstract_ths({'symbol': '688088', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688091,"DataSourceError: stock_financial_abstract_ths({'symbol': '688091', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688092,"DataSourceError: stock_financial_abstract_ths({'symbol': '688092', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688093,"DataSourceError: stock_financial_abstract_ths({'symbol': '688093', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688096,"DataSourceError: stock_financial_abstract_ths({'symbol': '688096', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688095,"DataSourceError: stock_financial_abstract_ths({'symbol': '688095', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688097,"DataSourceError: stock_financial_abstract_ths({'symbol': '688097', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688098,"DataSourceError: stock_financial_abstract_ths({'symbol': '688098', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688099,"DataSourceError: stock_financial_abstract_ths({'symbol': '688099', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688100,"DataSourceError: stock_financial_abstract_ths({'symbol': '688100', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688101,"DataSourceError: stock_financial_abstract_ths({'symbol': '688101', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688102,"DataSourceError: stock_financial_abstract_ths({'symbol': '688102', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688103,"DataSourceError: stock_financial_abstract_ths({'symbol': '688103', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688105,"DataSourceError: stock_financial_abstract_ths({'symbol': '688105', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688106,"DataSourceError: stock_financial_abstract_ths({'symbol': '688106', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688107,"DataSourceError: stock_financial_abstract_ths({'symbol': '688107', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688108,"DataSourceError: stock_financial_abstract_ths({'symbol': '688108', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688109,"DataSourceError: stock_financial_abstract_ths({'symbol': '688109', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688110,"DataSourceError: stock_financial_abstract_ths({'symbol': '688110', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688111,"DataSourceError: stock_financial_abstract_ths({'symbol': '688111', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688112,"DataSourceError: stock_financial_abstract_ths({'symbol': '688112', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688113,"DataSourceError: stock_financial_abstract_ths({'symbol': '688113', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688114,"DataSourceError: stock_financial_abstract_ths({'symbol': '688114', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688115,"DataSourceError: stock_financial_abstract_ths({'symbol': '688115', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688530,"DataSourceError: stock_financial_abstract_ths({'symbol': '688530', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
688692,"DataSourceError: stock_financial_abstract_ths({'symbol': '688692', 'indicator': '按报告期'}) 重试 4 次后仍失败: AttributeError: 'NoneType' object has no attribute 'string'"
