cohort,n_candidates,n_selected,gross_return,benchmark_return,active_return,cost_total,net_return,net_active_return,commission,stamp_tax,slippage,impact,capacity,adv_missing,buy_turnover,sell_turnover
2022-02,23,5,-0.024548962451146218,-0.06675038649863406,0.04220142404748784,0.01659180815198462,-0.04114077060313084,0.025609615895503222,0.0006,0.0005,0.008015704776211361,0.007476103375773259,41413860.525000006,0.0,1.0,1.0
2022-03,762,153,-0.11398814069552188,-0.10902161792187783,-0.004966522773644053,0.004590520179011525,-0.1185786608745334,-0.009557042952655581,0.0006,0.0005,0.0015725128880275416,0.0019180072909839832,476990874.342,0.0,1.0,1.0
2022-04,5185,1037,0.04955845329939951,0.07795340218193791,-0.028394948882538407,0.0032164533304999093,0.0463419999688996,-0.03161140221303831,0.0006,0.0005,0.001131318842104307,0.0009851344883956023,2360592134.127,0.0,1.0,1.0
2022-05,2296,460,0.09335750711209982,0.10140906451034079,-0.008051557398240969,0.004084281190034967,0.08927322592206485,-0.012135838588275938,0.0006,0.0005,0.0012822293976530149,0.0017020517923819528,1041670019.6650002,0.0,1.0,1.0
2022-07,48,10,0.011024753087880057,0.009550582441200576,0.0014741706466794811,0.009272578343834935,0.0017521747440451228,-0.007798407697155453,0.0006,0.0005,0.0035526774437514043,0.00461990090008353,158899754.6,0.0,1.0,1.0
2022-08,3749,750,-0.07616123554136822,-0.07928602525653028,0.0031247897151620574,0.0030528405691018826,-0.0792140761104701,7.194914606017955e-05,0.0006,0.0005,0.001131205257605096,0.0008216353114967868,2368383753.1875005,1.0,1.0,1.0
2022-09,440,88,-0.07301930167195358,-0.07548908280186978,0.002469781129916193,0.004907357956510711,-0.07792665962846429,-0.002437576826594512,0.0006,0.0005,0.0020635232448932787,0.0017438347116174326,340735667.58000004,0.0,1.0,1.0
2022-10,3945,789,0.03396104932046438,0.05673690487963241,-0.022775855559168036,0.003267152901400554,0.030693896419063824,-0.02604300846056859,0.0006,0.0005,0.0011648870536604431,0.0010022658477401114,1725774954.1650004,0.0,1.0,1.0
2022-11,365,73,0.027267020044699903,0.06838454085145691,-0.04111752080675701,0.00637793615905995,0.020889083885639953,-0.04749545696581696,0.0006,0.0005,0.0023459428584608442,0.002931993300599106,209814969.47200003,0.0,1.0,1.0
2023-02,10,2,0.015953970044798815,-0.025405452362117765,0.04135942240691658,0.019005439594190286,-0.003051469549391471,0.022353982812726294,0.0006,0.0005,0.011000000000000003,0.006905439594190283,23103000.707000002,0.0,1.0,1.0
2023-03,684,137,-0.011089811047525409,-0.004447978537976165,-0.006641832509549243,0.003977563001247516,-0.015067374048772925,-0.01061939551079676,0.0006,0.0005,0.0015836859598056107,0.0012938770414419047,638096169.4010001,0.0,1.0,1.0
2023-04,5090,1018,0.0009488421795384442,0.014214703786085357,-0.013265861606546912,0.0029608658021666014,-0.0020120236226281573,-0.016226727408713514,0.0006,0.0005,0.0011252976826266045,0.0007355681195399969,2578938211.5528555,0.0,1.0,1.0
2023-05,3117,624,-0.015783223937228776,-0.009056390336231979,-0.006726833600996797,0.003242833604842183,-0.01902605754207096,-0.009969667205838981,0.0006,0.0005,0.0012240452095312736,0.0009187883953109095,1194851274.864,0.0,1.0,1.0
2023-07,55,11,-0.07393520604750684,-0.06341206929500938,-0.010523136752497456,0.010749872881167171,-0.08468507892867401,-0.02127300963366463,0.0006,0.0005,0.005766610387392093,0.003883262493775078,101929408.7625,0.0,1.0,1.0
2023-08,3923,785,-0.004126805966136114,0.00379973498799902,-0.007926540954135135,0.00305768440596932,-0.007184490372105433,-0.010984225360104453,0.0006,0.0005,0.0011852886913913552,0.0007723957145779651,1846603130.66,0.0,1.0,1.0
2023-09,603,121,-0.01521086002216437,-0.0087491158886078,-0.0064617441335565705,0.004934859883970575,-0.020145719906134944,-0.011396604017527144,0.0006,0.0005,0.0020572378583238785,0.0017776220256466972,290458095.73,0.0,1.0,1.0
2023-10,3675,735,0.03417426781479598,0.047532112143008724,-0.013357844328212742,0.0032051464117577038,0.03096912140303828,-0.016562990739970446,0.0006,0.0005,0.0012196655320897275,0.0008854808796679762,1662200468.8274999,1.0,1.0,1.0
2023-11,951,191,0.018494313450105687,0.036911315910059625,-0.018417002459953938,0.004446012812625976,0.014048300637479711,-0.022863015272579914,0.0006,0.0005,0.001779937004644548,0.0015660758079814286,488695465.95500004,0.0,1.0,1.0
2024-02,7,2,0.06177701807353009,0.14686691405908966,-0.08508989598555958,0.027681597209341675,0.03409542086418842,-0.11277149319490125,0.0006,0.0005,0.011000000000000003,0.01558159720934167,15077581.807,0.0,1.0,1.0
2024-03,525,105,0.007329720985086311,-0.00565142181961819,0.012981142804704502,0.005390675785504086,0.0019390451995822244,0.007590467019200415,0.0006,0.0005,0.001937102334143915,0.0023535734513601713,512871915.35999995,0.0,1.0,1.0
2024-04,7280,1456,0.0158833588547044,0.011117313940496518,0.0047660449142078835,0.0031336503266030775,0.012749708528101323,0.0016323945876048056,0.0006,0.0005,0.0010968561974987296,0.000936794129104348,4039156949.1,0.0,1.0,1.0
2024-05,1549,310,-0.05765122844774324,-0.06045395064453522,0.002802722196791986,0.004320334229111806,-0.061971562676855045,-0.001517612032319822,0.0006,0.0005,0.0013935016989260033,0.0018268325301858026,861934756.3025001,0.0,1.0,1.0
2024-07,44,9,-0.11334592190960831,-0.06763397622525485,-0.04571194568435345,0.016544236206157206,-0.1298901581157655,-0.06225618189051066,0.0006,0.0005,0.008108252665689826,0.007335983540467382,42172120.152,0.0,1.0,1.0
2024-08,3365,673,0.1031921358614251,0.14273340968489906,-0.03954127382347396,0.003510098458138595,0.0996820374032865,-0.04305137228161256,0.0006,0.0005,0.0013367102498134727,0.0010733882083251226,954955330.6390002,0.0,1.0,1.0
2024-09,1285,257,0.21460668477234632,0.22819464426561226,-0.013587959493265939,0.004903734327878473,0.20970295044446785,-0.018491693821144406,0.0006,0.0005,0.0019980128323603403,0.0018057214955181332,322812707.77500004,0.0,1.0,1.0
